courseId,courseCode,courseNumber,courseTitle,description
178,BLDG,365,"Building Engineering Design Project","The project of each team will encompass various stages of design of a medium‑size building. Students learn building engineering design process, methodology, identification of objectives, building codes, formulation of design problems, and estimation of loads on buildings. The design topics encompass the development and evaluation of sustainable building design alternatives; conceptual building design of spatial requirements, design of space layout; and building design accounting for the synthesis and design of structures, enclosure systems, and services (HVAC, lighting, electrical distribution) using computer‑aided design tools. Additionally, performance evaluation using modelling, sensitivity analysis and cost estimation is presented."
179,BLDG,366,"Building Envelope Design","Technical influences in the design of building envelope, including the control of heat flow, air and moisture penetration, building movements, and deterioration are covered. Other topics covered by the course are the application of air/ vapour barrier and rain‑screen systems, performance assessment and building codes through case studies and design projects, sustainable design principles, design of walls, roofs, joints and assemblies. Students also learn cause of deterioration and preventive measures, on‑site investigation and relevant building codes and standards."
180,BLDG,371,"HVAC System Design","Principles of HVAC system design and analysis; sustainable design issues and impact on environment; component and system selection criteria including room air distribution, fans and air circulation, humidifying and dehumidifying processes, piping and ducting design. Air quality standards. Control systems and techniques; operational economics; computer applications."
181,BLDG,390,"Thermal Analysis of Buildings","Two and three‑dimensional steady‑state and transient conductive heat transfer together with convection and radiation as applied to building materials and geometries. Heating and cooling load analysis, including building shapes, construction type, solar radiation, infiltration, occupancy effects, and daily load variations. Computer applications for thermal load analysis. Introduction to heat exchangers."
182,BLDG,463,"Capstone Building Engineering Design Project (also listed as BLDG 490A, BLDG 490B)","The project of each team encompasses the integrated design of at least three sub‑systems of a new or retro‑fitted building to achieve high performance and efficiency at reasonable cost; sustainable design and environmental impact issues are addressed in all projects. In the process, students learn, through case studies and literature survey, the information gathering and decision/design process, problem‑resolution as well as aspects related to management, teamwork and communication. Students registering for this course must contact the course coordinator for the detailed procedure."
183,BLDG,471,"Construction Processes","A study of current construction methods and techniques. The subjects include wood framing, masonry, concrete forming, slipforming, precast construction, industrialized building, deep excavation shoring and underpinning. The methods are described in terms of materials involved, equipment required, current field practice and safety considerations. Case studies."
184,BLDG,476,"Wind Engineering and Building Aerodynamics","Atmospheric circulations; atmospheric boundary layer; wind structure; wind speed and turbulence measurements; bluff body aerodynamics; mean and fluctuating wind forces on buildings; internal wind pressures; along-wind, across-wind and torsional building response to wind; snow drifting and accumulation problems; dispersion of gaseous pollutants. A case study or a project is required."
185,BLDG,490,"Computer-Aided Building Operation","A project is required"
186,BLDG,492,"Database Applications in Building and Civil Engineering","A project is required"
187,BLDG,6071,"Design of Computer-Aided Systems in Building and Civil Engineering","Project on implementation of a small scale computer-aided engineering system"
188,BLDG,6111,"Applications of Artificial Intelligence in Building and Civil Engineering","Introduction to artificial intelligence techniques in an engineering context; heuristic search methods, logical reasoning, knowledge-based systems, neural networks, genetics algorithms, and case-based reasoning. Algorithmic versus knowledge-based programming for engineering applications. Emphasis on knowledge-based systems and their characteristics, capabilities and limitations. Case studies in design, failure diagnosis and processing of standards. A project is required."
189,BLDG,6151,"Building Information Modelling in Construction","This course covers the following topics: introduction to Building Information Modelling (BIM) technologies; BIM implementation at different project stages (pre‑construction, construction, and facility management); BIM‑Aided design alternatives (constructability analysis, and development of space‑time‑cost models); BIM for visualization (trade coordination and processes monitoring). A project is required."
190,BLDG,6221,"Building Economics I","Development of economic performance measures of interest to developers, owners, contractors and users. Sources of finance and the determinants of the cost of money. Elementary estimating; cost indices; forecasting techniques; value of money; economic comparison techniques; evaluation of projects in private and public sectors; tax regulations; inflation; life-cycle costing; risk analysis; non-economic attributes. Case studies of economic analysis of projects, single building and building components. A project is required."
191,BLDG,6231,"Project Management","Introduction to managing the development, design and construction of buildings. Examination of project management for the total development process, including inter-relationships between owners, developers, financing sources, designers, contractors and users; methods of project delivery; introduction to planning and scheduling; role and tasks of the project manager; feasibility analyses; construction claims; financing and cash-flow analysis; government regulations; environmental and social constraints; introduction to control of cost, time and technical performance; human factors; computer applications. A project is required."
192,BLDG,6241,"Decision Analysis","Development of a basic theory of decision making under uncertainty. Rationales of decision makers, utility, the concept of the value of perfect information. The Bayesian approach to decision making; pre-posterior analysis and optimal fixed-sized analysis for random processes. Decision analysis with multiple objective, structuring the problem, multi-attributed utility functions, case studies. A project is required."
193,BLDG,6561,"Computer-Aided Building Design","A project is required"
194,BLDG,6571,"Building Enclosure","Schematic and detail design of walls, windows and roofs. Complex building types will be examined to show the relationships between massing, materials, energy conservation and building use. Solar shading, daylighting, rainscreen and air barrier principles will be emphasized. A project is required."
195,BLDG,6581,"Building Science","Environmental exterior and interior influences on inner environmental control. Topics include: thermal energy exchanges, psychrometrics, vapour and fluid flow, air leakage, ventilation and design comfort conditions, selection of materials and building systems. A case study or a project is required."
196,BLDG,6591,"Modern Building Materials","A project is required"
197,BLDG,6601,"Industrialized Building","A case study & a project"
198,BLDG,6611,"Fire and Smoke Control in Buildings","Topics treated include: fire and smoke control; failure mechanisms of building enclosure, illustrated by case studies; performance codes for enclosure systems; enclosure design for extreme operation environments. A project is required."
199,BLDG,6621,"Hygrothermal Performance of the Building Envelope","This course covers modelling of dynamic building envelope thermal performance including thermal bridges, modelling of transient moisture transfer, condensation and accumulation. Strategies for heat and moisture control such as advanced glazings and active building envelope components are analyzed. Experimental techniques for performance evaluation of the building envelope including infrared thermography, guarded hot box and calibrated hot box tests are introduced. A project is required."
200,BLDG,6641,"Building Environment","Design criteria of indoor environment. Assessment of thermal comfort and sensation. Mathematical models of thermal comfort: predictive models and adaptive models. Prediction of thermal sensation using: computer simulation, and measurements with thermal comfort meter. Verification of compliance with standards. Visual comfort. Standards for quality of visual environment. Calculation of photometric parameters. Preliminary design of the indoor lighting system. Evaluation of illuminance level using commercially available software packages. Acoustical comfort. Standards for quality of acoustical environment. Sound control measures through the design of buildings and HVAC systems. Two projects."
201,BLDG,6651,"Mechanical Systems in Building","HVAC Systems. Analysis, selection and operation; design of air and water distribution systems in buildings; waste water disposal and sprinkler systems. A project is required."
202,BLDG,6661,"Building Acoustics","An understanding of sound and an examination of the major factors which contribute to a controlled acoustic environment in buildings. Topics covered include: basic vibration, sources, measurement and description of environmental noise, psychological and physiological aspects of sound perception; sound transmission through building elements; reverberation, measurement and control; and room acoustics. Case studies and a project are required."
203,BLDG,6701,"Building Illumination","Radiative transfer in enclosures, quantitative and qualitative aspects of illumination systems are introduced. Photometric parameters, visual perception and colour theory concepts, lighting standards, daylight and artificial illumination systems are presented. An overview of lighting systems and their design for improved energy efficiency is given. Design of advanced fenestration systems for daylighting, including motorized shading and semi-transparent photovoltaics is presented. High-performance building case studies are presented. Computer simulation techniques and software for lighting and daylighting are introduced.. A project is required."
204,BLDG,6711,"HVAC Control Systems","HVAC control loops: classification and structure, specifications, hardware, tuning and testing. Optimization of single- and multi-loop control systems. Energy management systems for monitoring, control and diagnostics of HVAC system operation. A project is required."
205,BLDG,6721,"Indoor Air Quality and Ventilation","History and development of indoor air science. Relevant national and provincial standards and regulations. Principles of occupational hygiene; identification, evaluation and control of physical, biological, and chemical agents in indoor environment. Ventilation requirements. Definition of ventilation efficiency and removal effectiveness; measurement techniques and modelling. Indoor air monitoring; field studies of gases, fumes, solvents, and dusts. Plan for building walkthrough evaluations; strategies for improving indoor air quality. Building design for acceptable indoor air quality, material selection and specification. A case study or project."
206,BLDG,6731,"Intelligent Buildings","Issues related to the Intelligent Building; automation, communication and security. Mechanical, electrical, electronic subsystems and their integration within the building; configuration and operational characteristics; performance specifications; analytical models; design methods; case studies. A project is required."
207,BLDG,6741,"Energy Management in Buildings","Energy-related standards, codes and by-laws. Methods of assessment of the actual energy performance. Conventional and innovative measurement and analysis techniques. Energy-oriented renovation or replacement of building sub-systems (e.g. HVAC and lighting systems). Prediction of energy and cost savings using commercially available software packages. Verification of compliance with standards. Life cycle analysis. A case study and project."
208,BLDG,6751,"Thermal Building Simulation","Mathematical models of heat and mass transfer phenomena through building components: transfer function methods and numerical methods. Models of radiative and convective heat transfer phenomena within buildings. Application to equipment-based modelling of HVAC systems: first principle models and correlation-based models. System-based modelling of HVAC systems. Validation of computer models. A project is required."
209,BLDG,6761,"Construction Planning and Control","Methods of delivering construction. Contractual relationships and organizational structures. Phases of project development. Estimating resource requirements; costs and durations. Bidding strategies. Network analysis using CPM and PERT, time-cost trade-off, resource allocation. Cash flow analysis. Earned-value concept for integrated time and cost control. Quality control. Value engineering. A case study and project."
210,BLDG,6781,"Project Cost Estimating","Techniques and procedures used for estimating cost of construction projects. Topics include: cost estimation process; elements of project cost; conceptual and detailed cost estimation methods; risk assessment and range estimating; case studies; computer-aided estimating. A project is required."
211,BLDG,6791,"Simulations and Design of Construction Operations","Principles of modelling and simulation. Classification and validation of simulation models. Analysis of input data and outputs. Object Oriented Simulation (OOS). Simulation languages. Application of discrete event simulation in construction operations including earthmoving operations, building construction operations, and tunneling operations. A project is required."
212,BLDG,6801,"Solar Building Modelling and Design","Design principles of solar buildings, including direct gain, indirect gain and solaria are introduced. Numerical and analytical modelling of net-zero energy solar buildings are presented. Key technologies for solar buildings are presented, including advanced fenestration systems and control of solar gains, building-integrated photovoltaic systems, thermal storage systems, solar thermal collectors and integrated energy systems that combine these technologies to achieve net-zero energy performance. Major case studies of advanced net-zero energy buildings and solar demonstration projects are presented. A project is required."
213,BLDG,6851,"Dispersion of Building Exhaust","Atmospheric parameters, wind velocity profiles, meteorological data. Gaussian dispersion equations. Plume rise and trajectories. Evaluation of stack gas plume dispersion. Trapped plumes; Turner’s approximation. Potential reingestion of building exhaust. Analytical, numerical and experimental modelling of dispersion process; design guidelines fumigation. A case study or a project is required."
214,BLDG,6861,"Integrated Building Design","Compatibility among building subsystems (structural, envelope, mechanical, lighting, materials) and between the building and the environment. Integration issues in the design, production and operation of the built facility. Case studies of failures caused by lack of compatibility. Consideration for tolerances and sustainable development. A project is required."
215,BLDG,6951,"Advanced Computer-Aided Building Design","Characteristics of the building design process. Traditional versus emerging roles of computers pertaining to building design activities. Preliminary design and integrated design issues: analysis with incomplete/imprecise data, automatic sizing and checking based on Standards, interfaces between CAD and analysis routines, communications across disciplines and through design stages, standardization. Applications involving operations research techniques, KBS and analysis packages for engineering performance evaluation. A project is required."
216,BLDG,7401,"Durability of Building Materials","Concepts underlying the long-term performance of traditional and non-traditional building materials are discussed. Traditional materials covered include: wood and wood-based products, stone, tile and brick masonry, stucco, concretes, steel and selected mortar and concrete composite materials. Nontraditional materials covered include sealants and coatings, plastic foam, glass and mineral fibre insulation products, polymer-based membranes used for waterproofing, air and vapour control barriers. Failure mechanisms under combined actions of mechanical and environmental loads (temperature, moisture, freezethaw, solar radiation, salt solutions, and biological agents) are introduced. A project is required."
217,BLDG,7511,"Project Acquisition and Control","This course focuses on techniques and procedures used for construction project and control. The course topics mainly include trends and practices in competitive bidding, project configuration and contract packages, and procurement. Practical techniques for integrated time and cost control, trending and forecasting, and contingency and escalation analysis are introduced and discussed. Procurement and productivity measurement and modeling are reviewed. A project is required."
218,BLDG,7521,"Building Economics II","Topics include: replacement analysis; risk analysis of projects; sensitivity analysis; forecasting techniques, profitability analysis; multi-attributed decision analysis, case studies. A project is required."
219,BLDG,7601,"Information Technology Applications in Construction","Use of computers in estimating, cost engineering, scheduling and resource analyses, materials control, report generation and operations simulation. Information systems: information-based theories of management; information technology, cost and value information; analysis, design and implementation of a network based control system. Considerations for computer usage in construction firms; hardware, software, operations, economic, human and organizational. Product and process modelling; Internet use in product delivery. A project is required."
220,BLDG,7811,"Business Practices in Construction","A study of business practices as they relate to the construction industry. Topics treated include: organization; marketing; bid preparation; bonding; personnel management; financing; accounting; cash-flow analysis; capital budgeting. The principles are first presented and then followed by case studies. A project is required."
221,BLDG,7831,"Construction Equipment Management","The study of various classes of equipment, (cranes, excavators, loaders, tractors, etc.) used in construction. Methods are developed for selecting, acquiring, maintaining and replacing equipment. Treatment of simulation and its use for the optimal selection of equipment spreads. A project is required."
222,BLDG,7841,Surveying,Fieldwork
223,BLDG,7861,"Geology for Civil Engineers","Site investigation"
224,BLDG,7871,"Engineering Materials","Laboratory: 3 hours per week, alternate weeks"
225,BCEE,371,"Introduction to Environmental Engineering","Ecosystems considerations, food chain, natural decomposition, and recycling; environmental problems and impact of engineering activities. Various modes of pollution, water, air, and soil contamination, noise pollution; pollution measurement and quantification. Water and waste‑water physical, chemical and biological characteristics; turbidity and colour, dissolved oxygen, hardness, pH, alkalinity, organic content, sampling and analysis, chemical and biochemical oxygen demand. Basic processes of treatment: flocculation and coagulation, sedimentation, filtration."
226,CIVI,231,Hydraulics,"Basic hydrodynamics; boundary layer theory, principle of energy losses. Steady flow in open channel; uniform flow, specific energy and critical flow, transition; gradually varied flow in channels and conduits, water surface profiles, computer applications. Flow measurement in open channel, weirs, overflow spillways."
227,CIVI,321,"Water Resources Engineering","Sources of water: surface water, groundwater, water quantities and requirements. Water use cycle. Characteristics of water and wastewater. Demand forecast, water use prediction and planning. Groundwater withdrawal and well hydraulics. Water supply network analysis, design of distribution systems, storage, pumping. Sanitary and storm water quantities, urban hydrology. Design of sewer systems, interceptors, gravity sewer, computer applications. Sustainable use of water resources. Design case studies."
228,CIVI,361,"Civil Engineering Design Project","The project of each team encompasses the various stages of design of a medium-size civil engineering project. Students learn civil engineering design process, methodology, identification of objectives, codes, formulation of design problems, and estimation of loads on structures. The topics of design include the development and evaluation of sustainable design alternatives; and the computer-aided design tools. Additionally, performance evaluation using modelling, sensitivity analysis, and cost estimation is presented."
229,CIVI,381,"Soil Mechanics","This course covers the geological origin of soils, basic principles of physical geology with emphasis on topics related to soil mechanics; definition of the index properties and classification of soils and weight‑volume relationships; the characterization of soils structure and moisture‑density relationships; the definition of permeability, deformation, and strength of soils; the principle of total and effective stresses as related to soils; the characterization of steady stage seepage through isotropic soil media; the analysis of stress distribution due to external loads and evaluation of total settlements; brief outline of theory of consolidation; introduction to the fundamentals of stability of earth retaining walls, slopes, and footings."
230,CIVI,382,"Computer Applications in Civil Engineering Practice","General purpose IT tools for civil engineering applications: database programming and web‑based tools. Introduction to remote sensing and GIS. Application of major software packages in selected areas of civil engineering practice with emphasis on modelling, data integration, and work‑flow. Case studies in structural design, geotechnical engineering, transportation, and environmental engineering."
231,CIVI,390,"Design of Reinforced Concrete Structures","This course covers a wide variety of topics on reinforced concrete including two‑way slab systems (flat plate, flat slab and slab‑on‑beams); slender columns; columns subjected to biaxial bending; lateral loads resisting systems (moment‑resisting frames, shear walls and coupled shear walls); prestressed concrete (losses, design requirements for flexure, shear, bond, anchorage and deflections). Design project."
232,CIVI,432,"Design of Steel Structures","This course covers a wide variety of topics on steel structures: trends and developments in structural‑steel design, framing systems, floor systems such as composite construction and plate girders, braced frames, and moment‑resisting frames. The subject includes connections and P‑Delta effects. A design project is required."
233,CIVI,440,"Water Pollution and Control","Physical, chemical, and biological characteristics of water, water quality standards, reaction kinetics and material balances, eutrophication. Containment of reactive contaminants. Natural purification processes in water systems, adsorption, absorption; diffusion and dispersion, oxidation. Large‑scale transport of contaminants, single and multiple source models; modelling of transport processes, computer simulation. Introduction to ground‑water pollution, sea‑water intrusion."
234,CIVI,453,"Geo-Environmental Engineering","Structure and surface chemistry of soil, ion exchange, hydrolysis equilibrium, adsorption. Biochemical degradation, toxic contaminants. Mechanical and thermodynamic equilibrium in soil. Geotechnical considerations in environmental design; soil decontamination. Barrier technologies and soil interaction. Landfill covers and leachate collection systems; subsurface investigation, soil‑gas survey."
235,CIVI,454,"Hydraulic Engineering","Development of surface water resource; basic measurements in hydraulic engineering; storage reservoirs; practical problems; run‑off characteristics of natural steams; probabilistic models; control structures; economic analysis; production function; project optimization; energy dissipators; sediment transportation; elements of river engineering; navigation; control of floods; computer modelling application. Design examples."
236,CIVI,465,"Advanced Reinforced Concrete","Strength limits; modes of failure; flexural and inclined cracking strength; crack propagation; crack width; deformation; biaxial and multiaxial strength of concrete; ultimate strength in flexure; ultimate strength in diagonal splitting; ultimate strength of columns; current research progress and modelling for finite element analysis; new code regulations. A project is required."
237,CIVI,469,"Precast and Prestressed Concrete Structures","Prefabrication and prestressing concepts; segmental and modular structures and connections; composite and pre-and post-tensioned structures; analysis and design of determinate and indeterminate systems; design codes. A project is required."
238,CIVI,484,"Durability of Concrete Materials","Influence of constituent materials (cements, aggregates and admixtures) on the properties of fresh and hardened concrete. Chemistry and hydration reactions of cement and alternate cementing materials. Development of pore structure and its influence on transport and deterioration mechanisms, durability testing. Concrete mixture design and optimization for high performance and other speciality concrete types. Climatic loads affecting durability and performance. Performance vs. prescriptive specifications. A project is required."
239,CIVI,6001,"Seismic Assessment and Retrofit of Structures","Seismic rehabilitation requirements and performance objectives. Evolution of codes, standards and regulations. Selection of retrofit design methodology. General strategies to develop rehabilitation schemes: add stiffness, damping, and/or mass reduction. Seismic assessment of existing steel structures. Behaviour and design of structures equipped with energy dissipation devices. Case studies and a project are required."
240,CIVI,6011,"Design of Industrial Structures","Problems in the design of industrial structures in steel, reinforced concrete, masonry, and timber; rejuvenation and expansion of existing plant facilities; design of bracing systems, foundations, silos and liquid storage tanks; connections, standard details and codes. A case study and project."
241,CIVI,6021,"Structural Health Monitoring","Review of the current state of infrastructure including bridges, dams, pipelines as well as buildings. Components of civil infrastructure including smart and innovative structures. Structural Health Monitoring (SHM): principles, techniques, implementation, interdisciplinary approach, advantages and challenges. SHM systems: component and system design, sensors and instrumentation, data acquisition, data management, interpretation of SHM data, assessment of structural condition, and decision making. Damage detection methods: local and global, analytical and experimental, non-destructive evaluation, vibration based damage identification. Field applications. A project is required."
242,CIVI,6031,"Advanced Steel Structures Design","Topics of this course include design principles of ductile building structures; fundamentals of stability theory, frame stability; concept, methods and applications of plastic analysis; design for local and global stability of braced frames, moment-resisting frames and structures equipped with passive supplemental damping systems: hysteretic, yielding and self-centring dampers; design strategies for enhanced seismic stability; computer applications. A project is required."
243,CIVI,6051,"Planning and Design of Bridges","History and development of bridges; basic parameters; material, system and geometry; selection of location and optimum proportioning of different structural types; selection and design of steel and concrete highway and railway bridge structures based on requirements of economics; maintenance, aesthetics and safety; modern trends in bridge design and construction; analysis of existing bridges; numerical examples. A project is required."
244,CIVI,6061,Hydrology,"Weather elements; precipitation, stage-discharge relations; evapo-transpiration; ground water flow, method of images; streamflow hydrograph, unit hydrograph and its applications, synthetic hydrographs; laminar flow; hydrologic routing; instantaneous hydrography; hydraulic routing, method of characteristics, kinematic routing; statistical analysis, confidence intervals, stochastic generator, auto-regressive model; applications of hydrology. A case study and a project are required."
245,CIVI,6071,"Hydraulic Engineering","Development of surface water resources; basic measurements in hydraulic engineering; storage reservoirs; practical problems; run-off characteristics of natural streams; control structures; economic analysis; energy dissipators; sediment transportation; transitions; elements of river engineering; navigation; control of floods. A case study and a project are required."
246,CIVI,6101,"Hydraulic Structures","Design of storage dams; characteristics of spillways and other outlet works; design of control structures; principles and design of flow measuring structures; special topics. A project is required."
247,CIVI,6301,"Transportation Systems Analysis","Aspects of probability and statistics as applied to transportation; network theory; system operations and safety management; applications of optimization and decision theory to selection of alternative systems and facility location; evaluation of traffic control devices; signal timing plans and management strategies. A project is required."
248,CIVI,6331,"Urban Transportation Planning","Forecasting future travel patterns; travel characteristics; systems approach to transportation planning process; land use data collection and demand analysis; trip generation; trip distribution; model and root assignment; transportation of commodities; environmental impact analysis. Computer modelling. A project is required."
249,CIVI,6381,"Traffic Engineering","Analysis of existing traffic flow conditions; study of traffic characteristics; volume and speed surveys; capacity-performance relations for urban streets and intersections; signal timing and coordination; traffic and environmental management; computer applications in incident detection and control; analysis and management of safety. A project is required."
250,CIVI,6401,"Pavement Design","Components of pavement systems; materials, tests and specifications; granular and treated bases, subgrade and drainage; earthwork and soil stabilization; mechanistic-empirical theory for pavements; damage accumulation; axle loads and stresses in pavements; design methods for flexible and rigid pavements of highways and airports; design of pavement overlays; economic requirements; design projects and computer applications. A project is required."
251,CIVI,6411,"Pavement Management Systems","Topics include introduction to pavement systems; strategic, tactical and operational planning for sustainable pavements; preservation, rehabilitation, upgrading and expansion; pavement damage assessment; data collection; decision making; performance modelling; pavement deterioration; coordination and scheduling of interventions. A project is required."
252,CIVI,6441,"Sustainable Management of Industrial Waste","Industrial ecology and sustainable engineering concepts, characterization and sources of industrial waste, toxicological and risk aspects of waste management; environmental impact, material flow analysis, energy balance and recovery, management of water and resources use, material minimization, storage, physical, chemical and biological transformations, recycling, reuse and disposal, life cycle assessment, regulations, ISO certification. A project is required."
253,CIVI,6451,"Engineering Aspects of Site Remediation","Physico-chemical characteristics of subsurface; soil biology; introduction to subsurface transport of contaminants; site assessment techniques; bioremediation principles and techniques; physico-chemical remediation; thermal removal; in-situ and ex-situ groundwater techniques; natural attenuation; case studies; lab demonstrations. A project is required."
254,CIVI,6461,"Foundation Engineering","Theoretical development of bearing capacity of shallow and deep foundations, settlement analyses, design of retaining walls, sheet piles, tiebacks and caissons, dynamic analyses of pile foundations, design of machine foundations, foundations on difficult soils, construction and performance of foundations, computer applications, case histories. A project is required."
255,CIVI,6481,"Soil Behaviour","Drained and undrained shear strength of soils, stress-strain relationships, two and three dimensional stress paths. Pore water pressure coefficients in saturated and partially saturated clays. One and three dimensional consolidation theories, design of sand drains, and applications. Special geotechnical problems. A project is required."
256,CIVI,6491,"Soil Testing and Properties","Measurement and evaluation of soil consolidation, strength, and pore water pressure characteristics by means of consolidation, triaxial and direct shear tests. Application of test results to design and research problems. A project is required."
257,CIVI,6501,"Reinforced Earth","A project is required"
258,CIVI,6521,"Modelling in Building and Environmental Engineering","Continuous and discrete forms of conservation laws: mass, momentum and energy, numerical methods (finite differences, implicit and explicit schemes, finite elements). Transport of contaminants and moisture in buildings and contaminants in the environment. Modelling and measuring sources and sinks of pollutants. Computer applications to building and environmental engineering. A case study and project."
259,CIVI,6531,"Environmental Engineering","Introduction to waste water treatment and control; stream pollution and control; ground water pollution; air pollution; acid rain, meteorological aspects. Noise pollution; hazardous waste disposal; solid waste management. A case study and a project are required."
260,CIVI,6541,"Engineering Aspects of Biological Treatment of Water and Air","Introduction to aerobic/anaerobic microbial processes, design of aerobic and anaerobic systems for biological treatment of municipal, industrial and agricultural water and air pollution, design and modelling of activated sludge reactors, trickling filters, plug flow reactors, lagoons, nutrient removal, constructed wetlands, phytoremediation, biofilters, bioscrubbers, management of biosolids, lab demonstration. A case study and project."
261,CIVI,6601,"Hazardous Material Management and Transportation","Characterization and sources of hazardous materials, accidental release of hazardous material, toxicological aspects of hazardous material; risk analysis, legal issues, management of hazardous material after catastrophic events, storage, treatments, recycling, reuse and exchange of hazardous materials, life cycle analysis, attenuation of accidental release of hazardous materials, transportation and environmental systems interface, transportation network, minimum-risk route models, determination of safe truck routes and management. A project is required."
262,CIVI,6611,"Unit Operations in Environmental Engineering","Physical and chemical principles underlying coagulation, flocculation, sedimentation, sorption, reverse osmosis, electrodialysis, ion exchange and sludge dewatering. Design and scale-up equations for clarifiers, absorption columns, filters, centrifuges, electrodialysis stacks, air components and demineralization units, lab demonstration. A case study and a project are required."
263,CIVI,6621,"Water Pollution and Control","Physical, chemical and biological characteristics of water, water quality standards, reaction kinetics and material balances, eutrophication. Containment of reactive contaminants. Natural purification processes in water system, adsorption, absorption; diffusion and dispersion, oxidation. Large-scale transport of contaminants, single and multiple source models; modelling of transport processes, computer simulation, introduction to groundwater pollution, sea-water intrusion. A case study and a project are required."
264,CIVI,6631,"Environmental Impact Assessment","Engineering activities and the environment; environmental ethics. Prediction and estimation, statistical analysis of impact on air, water, soil quality and biological, socio-economic, cultural environments. Water and air pollution law, solid and hazardous waste laws. Applications of GIS, Environmental inventories, assessment preparation and review. Federal and provincial laws and regulations on environmental assessment. Strategies for environmental compliance, resolution of environmental conflicts. Case studies and project."
265,CIVI,6641,"Fate and Transport of Contaminants in the Environment","Physical and chemical properties of organic and inorganic contaminants, air-soil-water-cycle and contaminant interactions, adsorption/desorption models, soil components in contaminant transport, influence of groundwater composition, advective flow, diffusion transport, diffusion and dispersion coefficients, partition coefficients, mechanisms and modelling of contaminant transport in soil and groundwater, environmental fate of contaminants Case studies concerning landfills, greenhouse effects, soil and groundwater interactions, nuclear waste disposal. A project is required."
266,CIVI,6651,"Environmental Nanotechnology","Topics include basic concepts of nanoscience and nanotechnology; characterization of nanomaterials; nanoscience and public policy aspects; nanoparticle transport and fate in the environment; nanohazard assessment and nanotoxicology; environmental engineering applications of nanotechnology: pollutants sensing, monitoring, control and remediation. A project is required."
267,CIVI,6661,"Greenhouse Gases and Control","Topics include physiochemical characteristics of greenhouse gas (GHG) species; GHG emissions, inventories, quantification and management; international and regional standards, protocols, regulations and schemes; GHG information management systems; GHG reuse, recycling, and sequestration; GHG emissions modelling and control planning; available and emerging technologies for reducing GHG emissions. A project is required."
268,CIVI,6671,"Asset Management for Sustainable Civil Infrastructure","Topics include fundamentals of the infrastructure asset management process; strategic planning, location of underground assets, condition assessment and performance indicators, deterioration models, and development of community driven levels of service; life-cycle analysis, integrated infrastructure modelling, optimized intervention plans and budget allocation, asset management software systems. A project is required."
269,CIVI,6681,"Earthquake Engineering","Earthquake ground motion characteristics; behaviour of buildings, bridges, etc., methods and principles of structural dynamics; inelastic action and concept of energy absorption; evaluation of damage; soil structure interaction problems; design methods and code requirements; current research. A project is required."
270,CIVI,6691,"Dynamics of Foundations","A project is required"
271,CIVI,6711,"Theory and Design of Orthotropic Bridges","A project is required"
272,CIVI,7001,"Theory and Design of Modern Bridge Systems","Hybrid, post-stressed and composite plate girders and trusses; delta type girders; orthotropic, shell types and tubular bridges, cable-stayed and stiffened cable bridges; optimization of bridge systems; vibrations and damping capacity; aerodynamics and seismic stability; concept of safety; fatigue and carrying capacity; use of models; application of computers. A project is required."
273,CIVI,7031,"Cable Stayed Bridges","A project is required"
274,CIVI,7101,"Advanced Analysis of Groundwater Flow and Contamination","Description Groundwater storage and supply; storage in confined aquifers; water table fluctuation; aquifers; steady groundwater hydraulics; aquifer tests and pumping. Groundwater flow equations; conservative and reactive contaminant transport of groundwater systems; analytical and numerical solutions of contaminant transport equations; flow and solute transport in fractured porous media; assessment of environmental impact of waste disposal operations, model implementation strategies. A project is required."
275,CIVI,7111,"Design of Transportation Terminals","A project is required"
276,CIVI,7121,"Professional Practice and Responsibility","Case Studies"
277,CIVI,7311,"Argumentation and Composition for Engineers","Course-integrated projects; Team project"
278,CIVI,7401,"Technical Communication","Course-integrated project; Simulations; Case Studies"
279,ENGR,201,"Introductory Engineering Team Design Project","The introductory team design project introduces students to teamwork, project management, engineering design for a complex problem, technical writing and technical presentation in a team environment. Students work in teams and each team designs and builds a prototype defined by the Department. Students present their design and demonstrate that their design works in a competition at the end of the term. The students are also introduced to the basic principles of mechanics including the description of translational motion, rotational motion, forces and moments, work and energy, and they build a mechanical prototype to which the electronics and software are then added. A significant team project is required in this course."
280,ENCS,272,"Impact of Technology on Society","Social history of technology and of science including the industrial revolution and modern times. Engineering and scientific creativity, social and environmental problems created by uncontrolled technology, appropriate technology."
281,ENCS,282,"Impact of information and Communication Technologies on Society","Course-integrated project; Games/Role Playing; Case Studies; Simulations"
282,ENGR,290,"Innovation and Critical Thinking in Science and Technology (also listed as ENCS 6041)","Simulations, course-integrated projects, case studies & real time innovation challenges"
283,ENGR,392,"Development & Global Engineering (also listed as ENCS 6821)","Course-integrated project; Games; Case Studies;"
284,ENCS,393,"Technology Policy Immersion","Course-integrated project; Case Studies"
285,ENCS,483,"Argumentation and Composition for Engineers","Course-integrated project; Case Studies"
286,ENCS,484,"Innovation and Critical Thinking in Science and Technology (also listed as ENCS 6041)","Simulations, course-integrated projects, case studies & real time innovation challenges"
287,ENCS,691,"Communication for the Innovation Process","Simulations, course-integrated projects, case studies & real time innovation challenges"
288,ENCS,5721,"Seminar in Innovation Process","Building network with industry, real time case studies with industry"
289,ENCS,6041,"Practicum in Innovation","Fully integrated practicum project"
